अ     a
अतीस    atis
अतुल    atul
अतुलनीय   atulniy
अतुल्य      atuly
अतृप्त      atript
अतृप्तता        atripttaa
अतृप्ति   atripti
अतृप्य      atripy
अतेव    atev
अतोषणीय   atosniy
अतोष्य      atosy
अत्तारी   attaari
अत्यंत      atynt
अत्यंतता        atynttaa
अत्यधिक   atydhik
अत्यधिकता     atydhiktaa
अत्यन्त   atynt
अत्यल्प   atylp
अत्याचर   atyaachr
अत्याचार        atyaachaar
अत्याचारपूर्ण atyaachaarpurn
अत्याचारी     atyaachaari
अत्याचारों  atyaachaaron
अत्याधिक        atyaadhik
अत्याधुनिक  atyaadhunik
अत्यावश्यक  atyaavshyk
अत्यावश्यकता    atyaavshyktaa
अत्युत्तमता       atyuttmtaa
अत्युत्सुक  atyutsuk
अत्युष्ण        atyusn
अत्र    atr
अत्री atri
अत्रे atre
अथक       athk
अथमलगोला        athmlgaolaa
अथर्व athrv
अथर्ववेद        athrvved
अथर्ववेदीय  athrvvediy
अथवा    athvaa
अथाई    athaaee
अथाना athaanaa
अथाह    athaah
अथीना athinaa
अथॉरिटी   athoriti
अदंड    adnd
अदक्षता   adkstaa
अदत्त adtt
अदत्तवेतन     adttvetn
अदद       add
अदन       adn
अदना    adnaa
अदनान adnaan
अदब       adb
अदभुत adbhut
अदभूत adbhut
अदम       adm
अदमनीय      admniy
अदमित admit
अदम्य admy
अदर       adr
अदरक    adrk
अदरख    adrkh
अदर्शन      adrshn
अदल       adl
अदला    adlaa
अदलीय adliy
अदह       adh
अदहन    adhn
अदा       adaa
अदाएं adaaen
अदाओं adaaon
अदाकर्ता        adaakrtaa
अदाकार      adaakaar
अदाकारा   adaakaaraa
अदाकारी   adaakaari
अदायगी      adaaygai
अदालत adaalt
अदालती      adaalti
अदालतें   adaalten
अदालतों   adaalton
अदावत adaavt
अदावती      adaavti
अदाह्य      adaahy
अदि       adi
अदित    adit
अदिति aditi
अदिनांकित     adinaankit
अदिलाबादु     adilaabaadu
अदिश    adish
अदिष्ट      adist
अदीब    adib
अदीस    adis
अदूरदर्शा     adurdrshaa
अदूरदर्शिता       adurdrshitaa
अदूरदर्शी     adurdrshi
अदूषित      adusit
अदूष्य      adusy
अदृश्य      adrishy
अदृष्ट      adrist
अदृढ़    adrirh
अदृढ़ता      adrirhtaa
अदेखा adekhaa
अदेयता      adeytaa
अद्       ad
अद्दूपुर        addupur
अद्भुत      adbhut
अद्भुताकार  adbhutaakaar
अद्भूत      adbhut
अद्यतन      adytn
अद्यतनीकरण  adytnikrn
अद्यतित   adytit
अद्रि adri
अद्रोह      adroh
अद्वितीय        advitiy
अद्वितीयता  advitiytaa
अद्वेष      adves
अद्वेष्टा     advestaa
अद्वैत      advait
अद्वैतवाद     advaitvaad
अद्वैतवादी  advaitvaadi
अध  adh
अधःशैल      adhahshail
अधकचरा      adhkchraa
अधखुला      adhkhulaa
अधगति adhgati
अधचरा adhchraa
अधन्ना      adhnnaa
अधन्यवादी     adhnyvaadi
अधपका adhpkaa
अधपके adhpke
अधपन्ना   adhpnnaa
अधम       adhm
अधमता adhmtaa
अधमरा adhmraa
अधमर्ण      adhmrn
अधमाधम      adhmaadhm
अधमी    adhmi
अधमुआ adhmuaa
अधर       adhr
अधरांग      adhraanga
अधरामृत   adhraamrit
अधरासव      adhraasv
अधरों adhron
अधर्म adhrm
अधर्मता   adhrmtaa
अधर्मशीलता  adhrmshiltaa
अधर्मिता        adhrmitaa
अधर्मी      adhrmi
अधर्मीपन        adhrmipn
अधातु adhaatu
अधातुओं   adhaatuon
अधाम    adhaam
अधार    adhaar
अधार्मिक        adhaarmik
अधार्मिकता  adhaarmiktaa
अधि       adhi
अधिक    adhik
अधिकतम      adhiktm
अधिकतर      adhiktr
अधिकता      adhiktaa
अधिकर adhikr
अधिकरण      adhikrn
अधिकरणों        adhikrnon
अधिकरी      adhikri
अधिकर्मी        adhikrmi
अधिकश्रम        adhikshrm
अधिकाँश   adhikaansh
अधिकांश   adhikaansh
अधिकांशत        adhikaansht
अधिकांशतः     adhikaanshtah
अधिकांशतया  adhikaanshtyaa
अधिकाधिक        adhikaadhik
अधिकार      adhikaar
अधिकारक्षेत्र adhikaarksetr
अधिकारतः        adhikaartah
अधिकारपत्र  adhikaarptr
अधिकारपूर्ण       adhikaarpurn
अधिकारपूर्वक    adhikaarpurvk
अधिकारयों     adhikaaryon
अधिकारहीन     adhikaarhin
अधिकारातीत  adhikaaraatit
अधिकारिक        adhikaarik
अधिकारिणी     adhikaarini
अधिकारिता     adhikaaritaa
अधिकारियों  adhikaariyon
अधिकारी   adhikaari
अधिकारीई        adhikaariee
अधिकारीकरण  adhikaarikrn
अधिकारीगण     adhikaarigan
अधिकारीयों  adhikaariyon
अधिकारो   adhikaaro
अधिकारों        adhikaaron
अधिकृत      adhikrit
अधिकृति   adhikriti
अधिकेंद्र     adhikendr
अधिकोष      adhikos
अधिक्षक   adhiksk
अधिक्षेप        adhiksep
अधिगण adhigan
अधिगम adhigam
अधिगृहित        adhigarihit
अधिगृहीत        adhigarihit
अधिग्रहण        adhigarhn
अधिग्रहणों  adhigarhnon
अधिग्रहित     adhigarhit
अधिग्रहीत     adhigarhit
अधिग्राहक     adhigaraahk
अधिचक्रज        adhichkrj
अधिचर्म   adhichrm
अधिचित्र        adhichitr
अधित्यका        adhitykaa
अधित्याग        adhityaaga
अधिदर्शक        adhidrshk
अधिदेव      adhidev
अधिदेश      adhidesh
अधिदेशात्मक       adhideshaatmk
अधिनस्थ   adhinsth
अधिनायक   adhinaayk
अधिनायकवादी       adhinaaykvaadi
अधिनियम   adhiniym
अधिनियमन        adhiniymn
अधिनियमित     adhiniymit
अधिनियमों     adhiniymon
अधिनिर्णय     adhinirny
अधिनिर्णायक       adhinirnaayk
अधिनोवा   adhinovaa
अधिपति      adhipti
अधिपत्य   adhipty
अधिपत्र   adhiptr
अधिप्रचार     adhiprchaar
अधिप्रचारक  adhiprchaark
अधिप्राप्ति       adhipraapti
अधिप्रेक्षक       adhipreksk
अधिभार      adhibhaar
अधिभावी   adhibhaavi
अधिभास्वीय  adhibhaasviy
अधिभोगी   adhibhogai
अधिमत adhimt
अधिमांस   adhimaans
अधिमान      adhimaan
अधिमानतः        adhimaantah
अधिमानी   adhimaani
अधिमान्य        adhimaany
अधिमास      adhimaas
