अ	a
अतिसारीय	atisaareey
अतीत	ateet
अतीन्द्रिय	ateendriy
अतीव	ateev
अतीस	atees
अतुल	atul
अतुलनीय	atulaneey
अतुल्य	atuly
अतृप्त	atrpt
अतृप्तता	atrptata
अतृप्ति	atrpti
अतृप्य	atrpy
अतेव	atev
अतोषणीय	atoshaneey
अतोष्य	atoshy
अत्तारी	attaaree
अत्यंत	atyant
अत्यंतता	atyantata
अत्यधिक	atyadhik
अत्यधिकता	atyadhikata
अत्यन्त	atyant
अत्यल्प	atyalp
अत्याचर	atyaachar
अत्याचार	atyaachaar
अत्याचारपूर्ण	atyaachaarapoorn
अत्याचारी	atyaachaaree
अत्याचारों	atyaachaaron
अत्याधिक	atyaadhik
अत्याधुनिक	atyaadhunik
अत्यावश्यक	atyaavashyak
अत्यावश्यकता	atyaavashyakata
अत्युत्तमता	atyuttamata
अत्युत्सुक	atyutsuk
अत्युष्ण	atyushn
अत्र	atr
अत्री	atree
अत्रे	atre
अथक	athak
अथमलगोला	athamalagola
अथर्व	atharv
अथर्ववेद	atharvaved
अथर्ववेदीय	atharvavedeey
अथवा	athava
अथाई	athaee
अथाना	athaana
अथाह	athaah
अथीना	atheena
अथॉरिटी	athoritee
अदंड	adand
अदक्षता	adakshata
अदत्त	adatt
अदत्तवेतन	adattavetan
अदद	adad
अदन	adan
अदना	adana
अदनान	adanaan
अदब	adab
अदभुत	adabhut
अदभूत	adabhoot
अदम	adam
अदमनीय	adamaneey
अदमित	adamit
अदम्य	adamy
अदर	adar
अदरक	adarak
अदरख	adarakh
अदर्शन	adarshan
अदल	adal
अदला	adala
अदलीय	adaleey
अदह	adah
अदहन	adahan
अदा	ada
अदाएं	adaen
अदाओं	adaon
अदाकर्ता	adaakarta
अदाकार	adaakaar
अदाकारा	adaakaara
अदाकारी	adaakaaree
अदायगी	adaayagee
अदालत	adaalat
अदालती	adaalatee
अदालतें	adaalaten
अदालतों	adaalaton
अदावत	adaavat
अदावती	adaavatee
अदाह्य	adaahy
अदि	adi
अदित	adit
अदिति	aditi
अदिनांकित	adinaankit
अदिलाबादु	adilaabaadu
अदिश	adish
अदिष्ट	adisht
अदीब	adeeb
अदीस	adees
अदूरदर्शा	adooradarsha
अदूरदर्शिता	adooradarshita
अदूरदर्शी	adooradarshee
अदूषित	adooshit
अदूष्य	adooshy
अदृश्य	adrshy
अदृष्ट	adrsht
अदृढ़	adrdh
अदृढ़ता	adrdhata
अदेखा	adekha
अदेयता	adeyata
अद्	ad
अद्दूपुर	addoopur
अद्भुत	adbhut
अद्भुताकार	adbhutaakaar
अद्भूत	adbhoot
अद्यतन	adyatan
अद्यतनीकरण	adyataneekaran
अद्यतित	adyatit
अद्रि	adri
अद्रोह	adroh
अद्वितीय	adviteey
अद्वितीयता	adviteeyata
अद्वेष	advesh
अद्वेष्टा	adveshta
अद्वैत	advait
अद्वैतवाद	advaitavaad
अद्वैतवादी	advaitavaadee
अध	adh
अधःशैल	adhahshail
अधकचरा	adhakachara
अधखुला	adhakhula
अधगति	adhagati
अधचरा	adhachara
अधन्ना	adhanna
अधन्यवादी	adhanyavaadee
अधपका	adhapaka
अधपके	adhapake
अधपन्ना	adhapanna
अधम	adham
अधमता	adhamata
अधमरा	adhamara
अधमर्ण	adhamarn
अधमाधम	adhamaadham
अधमी	adhamee
अधमुआ	adhamua
अधर	adhar
अधरांग	adharaang
अधरामृत	adharaamrt
अधरासव	adharaasav
अधरों	adharon
अधर्म	adharm
अधर्मता	adharmata
अधर्मशीलता	adharmasheelata
अधर्मिता	adharmita
अधर्मी	adharmee
अधर्मीपन	adharmeepan
अधातु	adhaatu
अधातुओं	adhaatuon
अधाम	adhaam
अधार	adhaar
अधार्मिक	adhaarmik
अधार्मिकता	adhaarmikata
अधि	adhi
अधिक	adhik
अधिकतम	adhikatam
अधिकतर	adhikatar
अधिकता	adhikata
अधिकर	adhikar
अधिकरण	adhikaran
अधिकरणों	adhikaranon
अधिकरी	adhikaree
अधिकर्मी	adhikarmee
अधिकश्रम	adhikashram
अधिकाँश	adhikaansh
अधिकांश	adhikaansh
अधिकांशत	adhikaanshat
अधिकांशतः	adhikaanshatah
अधिकांशतया	adhikaanshataya
अधिकाधिक	adhikaadhik
अधिकार	adhikaar
अधिकारक्षेत्र	adhikaarakshetr
अधिकारतः	adhikaaratah
अधिकारपत्र	adhikaarapatr
अधिकारपूर्ण	adhikaarapoorn
अधिकारपूर्वक	adhikaarapoorvak
अधिकारयों	adhikaarayon
अधिकारहीन	adhikaaraheen
अधिकारातीत	adhikaaraateet
अधिकारिक	adhikaarik
अधिकारिणी	adhikaarinee
अधिकारिता	adhikaarita
अधिकारियों	adhikaariyon
अधिकारी	adhikaaree
अधिकारीई	adhikaareeee
अधिकारीकरण	adhikaareekaran
अधिकारीगण	adhikaareegan
अधिकारीयों	adhikaareeyon
अधिकारो	adhikaaro
अधिकारों	adhikaaron
अधिकृत	adhikrt
अधिकृति	adhikrti
अधिकेंद्र	adhikendr
अधिकोष	adhikosh
अधिक्षक	adhikshak
अधिक्षेप	adhikshep
अधिगण	adhigan
अधिगम	adhigam
अधिगृहित	adhigrhit
अधिगृहीत	adhigrheet
अधिग्रहण	adhigrahan
अधिग्रहणों	adhigrahanon
अधिग्रहित	adhigrahit
अधिग्रहीत	adhigraheet
अधिग्राहक	adhigraahak
अधिचक्रज	adhichakraj
अधिचर्म	adhicharm
अधिचित्र	adhichitr
अधित्यका	adhityaka
अधित्याग	adhityaag
अधिदर्शक	adhidarshak
अधिदेव	adhidev
अधिदेश	adhidesh
अधिदेशात्मक	adhideshaatmak
अधिनस्थ	adhinasth
अधिनायक	adhinaayak
अधिनायकवादी	adhinaayakavaadee
अधिनियम	adhiniyam
अधिनियमन	adhiniyaman
अधिनियमित	adhiniyamit
अधिनियमों	adhiniyamon
अधिनिर्णय	adhinirnay
अधिनिर्णायक	adhinirnaayak
अधिनोवा	adhinova
अधिपति	adhipati
अधिपत्य	adhipaty
अधिपत्र	adhipatr
अधिप्रचार	adhiprachaar
अधिप्रचारक	adhiprachaarak
अधिप्राप्ति	adhipraapti
अधिप्रेक्षक	adhiprekshak
अधिभार	adhibhaar
अधिभावी	adhibhaavee
अधिभास्वीय	adhibhaasveey
अधिभोगी	adhibhogee
अधिमत	adhimat
अधिमांस	adhimaans
अधिमान	adhimaan
अधिमानतः	adhimaanatah
अधिमानी	adhimaanee
अधिमान्य	adhimaany
अधिमास	adhimaas
अधियज्ञ	adhiyagy
अधिया	adhiya
अधियाचक	adhiyaachak
अधियाना	adhiyaana
अधिरचना	adhirachana
अधिरोध	adhirodh
अधिरोपण	adhiropan
अधिरोपित	adhiropit
अधिरोहण	adhirohan
अधिलाभांश	adhilaabhaansh
अधिवक्ता	adhivakta
अधिवक्ताओं	adhivaktaon
अधिवक्तृता	adhivaktrta
अधिवचन	adhivachan
अधिवर्ष	adhivarsh
अधिवर्षिता	adhivarshita
अधिवास	adhivaas
अधिवासित	adhivaasit
अधिवासियों	adhivaasiyon
अधिवासी	adhivaasee
अधिविकर्षण	adhivikarshan
अधिवृक्क	adhivrkk
अधिवृक्की	adhivrkkee
अधिवेशन	adhiveshan
अधिवेशनों	adhiveshanon
अधिव्यय	adhivyay
अधिशासी	adhishaasee
अधिशेष	adhishesh
अधिशोष्य	adhishoshy
अधिष्टाता	adhishtaata
अधिष्ठाता	adhishthaata
अधिष्ठात्री	adhishthaatree
अधिष्ठान	adhishthaan
अधिष्ठापन	adhishthaapan
अधिष्ठित	adhishthit
अधिसंख्य	adhisankhy
अधिसंपत्ति	adhisampatti
अधिसमय	adhisamay
अधिसूचना	adhisoochana
अधिसूचित	adhisoochit
अधिस्थगन	adhisthagan
अधीक्षक	adheekshak
अधीक्षकों	adheekshakon
अधीक्षण	adheekshan
अधीक्षिका	adheekshika
अधीन	adheen
अधीनता	adheenata
अधीनस्थ	adheenasth
अधीनस्थों	adheenasthon
अधीनीकरण	adheeneekaran
अधीर	adheer
अधीरता	adheerata
अधुना	adhuna
अधुनातन	adhunaatan
अधूरा	adhoora
अधूरापन	adhooraapan
अधूरी	adhooree
अधूरे	adhoore
अधेड़	adhed
अधोगामी	adhogaamee
अधोजलीय	adhojaleey
अधोबिंदु	adhobindu
अधोमुखी	adhomukhee
अधोरक्त	adhorakt
अधोलंब	adholamb
अधोलोक	adholok
अधोलौकिक	adholaukik
अधोवर्ती	adhovartee
अधोवर्धी	adhovardhee
अधोवस्त्र	adhovastr
अधोवेष्टन	adhoveshtan
अधोसंरचना	adhosanrachana
अध्यक्ष	adhyaksh
अध्यक्षता	adhyakshata
अध्यक्षा	adhyaksha
अध्यक्षीय	adhyaksheey
अध्यक्षों	adhyakshon
अध्यन	adhyan
अध्ययन	adhyayan
अध्ययनीय	adhyayaneey
अध्ययनों	adhyayanon
अध्यर्थन	adhyarthan
अध्यर्थित	adhyarthit
अध्यवसाय	adhyavasaay
अध्यवसायी	adhyavasaayee
अध्यशन	adhyashan
अध्यात्म	adhyaatm
अध्यात्मवाद	adhyaatmavaad
अध्यात्मवादी	adhyaatmavaadee
अध्यात्मिक	adhyaatmik
अध्यादेश	adhyaadesh
अध्यापक	adhyaapak
अध्यापकी	adhyaapakee
अध्यापकों	adhyaapakon
अध्यापन	adhyaapan
अध्यापिका	adhyaapika
अध्याय	adhyaay
अध्यायों	adhyaayon
अध्यारोप	adhyaarop
अध्यारोपित	adhyaaropit
अध्येता	adhyeta
अध्येताओं	adhyetaon
अध्येतावृत्ति	adhyetaavrtti
अध्वनितता	adhvanitata
अनंग	anang
अनंगपाल	anangapaal
